"Store Report","","","","","","","","","","","","",""
"Stores: All Stores","","","","","","","","","","","","",""
"In the State: All States","","","","","","","","","","","","",""
"DC Servicing Strategy: 1","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"

Store
No","


Name","

Store
Type","


Address","


City","

State 
-Zip Code","

Phone
No","


Market Name","

DC 
No","

DC 
Type","

Open 
Date","


Close Date","DC 
Effe-
ctive 
Date","Future
Re- 
model 
Date"
"69","West Des Moines","P-Fresh","1800 Valley West Dr","West Des Moines","IA-50266","(515) 225-3784","Des Moines-West Des Moines","3895","FDC","10/29/78","","",""
"75","Westchase","P-Fresh","10801 Westheimer Rd","Houston","TX-77042","(713) 782-9950","Houston-Sugar Land-Baytown","3897","FDC","10/01/79","","",""
"76","Sioux Falls","P-Fresh","3600 S Louise Ave","Sioux Falls","SD-57106","(605) 361-1551","Sioux Falls","3895","FDC","10/04/79","","",""
"78","Alton","P-Fresh","300 Homer M Adams Pkwy","Alton","IL-62002","(618) 465-4950","St. Louis","3895","FDC","10/29/79","","",""
"79","Fort Collins","GM Store","105 W Troutman Pkwy","Fort Collins","CO-80525","(970) 223-9100","Fort Collins-Loveland","3897","FDC","10/30/79","","",""
"80","Wichita Falls","GM Store","4317 Kemp Blvd","Wichita Falls","TX-76308","(940) 691-3310","Wichita Falls","3897","FDC","02/04/80","","","04/13/18"
"82","Waukesha","P-Fresh","2401 Kossow Rd","Waukesha","WI-53186","(262) 784-8646","Milwaukee-Waukesha-West Allis","3895","FDC","10/31/79","","",""
"83","Lubbock","GM Store","7302 University Ave","Lubbock","TX-79423","(806) 745-7579","Lubbock","3897","FDC","02/25/80","","",""
"85","Minot","P-Fresh","2400 10th St SW","Minot","ND-58701","(701) 852-5820","Minot","3895","FDC","02/25/80","","",""
"86","Dubuque","P-Fresh","3500 Dodge St","Dubuque","IA-52003","(563) 557-9800","Dubuque","3895","FDC","02/26/80","","",""
"90","Memphis Central","P-Fresh","601 Colonial Rd","Memphis","TN-38117","(901) 685-9240","Memphis","3892","FDC","07/29/80","","",""
"93","Grand Junction","P-Fresh","2424 Highway 6 and 50","Grand Junction","CO-81505","(970) 245-8056","Grand Junction","3897","FDC","10/28/80","","",""
"95","Austin North","P-Fresh","8601 Research Blvd","Austin","TX-78758","(512) 837-5163","Austin-Round Rock-San Marcos","3897","FDC","10/28/80","","",""
"96","Austin South","P-Fresh","2300 W Ben White Blvd","Austin","TX-78704","(512) 445-2266","Austin-Round Rock-San Marcos","3897","FDC","10/28/80","","",""
"100","Ridgedale","P-Fresh","13201 Ridgedale Dr","Minnetonka","MN-55305","(952) 542-8250","Minneapolis-St. Paul-Bloomington","3895","FDC","02/25/81","","",""
"108","Evansville North","P-Fresh","4000 1st Ave","Evansville","IN-47710","(812) 426-2218","Evansville","3880","FDC","09/06/80","","",""
"111","Kokomo","GM Store","1037 S Reed Rd","Kokomo","IN-46902","(765) 457-7577","Kokomo","3880","FDC","09/06/80","","",""
"137","Bloomington Normal","P-Fresh","301 Veterans Pkwy","Normal","IL-61761","(309) 454-5648","Bloomington-Normal","3880","FDC","07/21/82","","",""
"139","New Albany","P-Fresh","2209 State St","New Albany","IN-47150","(812) 945-5046","Louisville/Jefferson County","3880","FDC","09/06/80","","",""
"144","Rivergate","GM Store","2050 Gallatin Rd N","Madison","TN-37115","(615) 859-5260","Nashville-Davidson--Murfreesboro--Franklin","3880","FDC","02/24/81","","",""
"146","White Bridge","P-Fresh","26 White Bridge Rd","Nashville","TN-37205","(615) 352-8461","Nashville-Davidson--Murfreesboro--Franklin","3880","FDC","07/22/81","","",""
"147","Arapahoe","P-Fresh","6767 S Clinton St","Englewood","CO-80112","(303) 790-2583","Denver-Aurora-Broomfield","3897","FDC","02/25/81","","",""
"151","Knoxville West","P-Fresh","8040 Ray Mears Blvd","Knoxville","TN-37919","(865) 693-2203","Knoxville","3892","FDC","07/22/81","","",""
"152","Racine","GM Store","5300 Durand Ave","Racine","WI-53406","(262) 554-6998","Racine","3895","FDC","07/22/81","","",""
"154","Colorado Springs North","GM Store","5240 N Academy Blvd","Colorado Springs","CO-80918","(719) 594-9600","Colorado Springs","3897","FDC","10/14/81","","",""
"158","Beaumont","P-Fresh","5850 Eastex Fwy","Beaumont","TX-77708","(409) 898-8270","Beaumont-Port Arthur","3897","FDC","02/24/82","","",""
"162","Little Rock North","GM Store","4000 McCain Blvd","North Little Rock","AR-72116","(501) 771-4220","Little Rock-North Little Rock-Conway","3897","FDC","07/20/82","","",""
"164","Casper","GM Store","401 SE Wyoming Blvd","Casper","WY-82609","(307) 265-8214","Casper","3895","FDC","10/10/82","","",""
"167","Alexandria","GM Store","2206 Memorial Dr","Alexandria","LA-71301","(318) 448-4351","Alexandria LA","3897","FDC","10/13/82","","",""
"176","Bitters","P-Fresh","13700 San Pedro Ave","San Antonio","TX-78232","(210) 496-6800","San Antonio-New Braunfels","3897","FDC","02/23/83","","",""
"179","Tucson Broadway","P-Fresh","5255 E Broadway Blvd","Tucson","AZ-85711","(520) 745-8001","Tucson","3899","FDC","07/31/83","","",""
"183","Pacoima","P-Fresh","9725 Laurel Canyon Blvd","Pacoima","CA-91331","(818) 896-8214","Los Angeles-Long Beach-Anaheim","3899","FDC","04/13/83","","",""
"184","Alhambra","P-Fresh","2120 W Main St","Alhambra","CA-91801","(626) 308-3290","Los Angeles-Long Beach-Anaheim","3899","FDC","04/13/83","","",""
"188","Orange Show","P-Fresh","499 W Orange Show Rd","San Bernardino","CA-92408","(909) 381-3391","Riverside-San Bernardino-Ontario","3899","FDC","04/13/83","","",""
"189","Commerce","P-Fresh","5600 Whittier Blvd","Commerce","CA-90022","(323) 725-1121","Los Angeles-Long Beach-Anaheim","3899","FDC","04/13/83","","",""
"190","South Gate","P-Fresh","5700 Firestone Blvd","South Gate","CA-90280","(562) 806-2911","Los Angeles-Long Beach-Anaheim","3899","FDC","04/13/83","","",""
"192","Garden Grove Harbor","P-Fresh","12100 Harbor Blvd","Garden Grove","CA-92840","(714) 971-4826","Los Angeles-Long Beach-Anaheim","3899","FDC","04/13/83","","",""
"193","Brookhurst","P-Fresh","13831 Brookhurst St","Garden Grove","CA-92843","(714) 534-2142","Los Angeles-Long Beach-Anaheim","3899","FDC","04/13/83","","",""
"195","Long Beach Bellflower","P-Fresh","2270 N Bellflower Blvd","Long Beach","CA-90815","(562) 493-5411","Los Angeles-Long Beach-Anaheim","3899","FDC","04/13/83","","",""
"198","Culver City","P-Fresh","10820 Jefferson Blvd","Culver City","CA-90230","(310) 839-5200","Los Angeles-Long Beach-Anaheim","3899","FDC","10/10/84","","",""
"199","Manhattan Beach","P-Fresh","1200 N Sepulveda Blvd","Manhattan Beach","CA-90266","(310) 546-5601","Los Angeles-Long Beach-Anaheim","3899","FDC","04/13/83","","",""
"200","Torrance","P-Fresh","3433 Sepulveda Blvd","Torrance","CA-90505","(310) 214-1561","Los Angeles-Long Beach-Anaheim","3899","FDC","04/13/83","","",""
"201","Sports Arena","P-Fresh","3245 Sports Arena Blvd","San Diego","CA-92110","(619) 223-2491","San Diego-Carlsbad-San Marcos","3899","FDC","02/23/83","","",""
"203","Chula Vista Broadway","P-Fresh","1240 Broadway","Chula Vista","CA-91911","(619) 425-3850","San Diego-Carlsbad-San Marcos","3899","FDC","02/23/83","","",""
"205","Kearny Mesa","P-Fresh","8001 Othello Ave","San Diego","CA-92111","(858) 576-1570","San Diego-Carlsbad-San Marcos","3899","FDC","02/23/83","","",""
"212","Riverside","P-Fresh","3520 Tyler St","Riverside","CA-92503","(951) 351-8271","Riverside-San Bernardino-Ontario","3899","FDC","10/12/83","","",""
"215","St Cloud","P-Fresh","4201 W Division St","Saint Cloud","MN-56301","(320) 253-4740","St. Cloud","3895","FDC","07/24/85","","",""
"217","Lincoln","P-Fresh","333 N 48th St","Lincoln","NE-68504","(402) 464-8292","Lincoln NE","3895","FDC","07/25/84","","",""
"219","Abilene","GM Store","3710 Ridgemont Dr","Abilene","TX-79606","(325) 695-4470","Abilene","3897","FDC","02/20/85","","",""
"220","Eden Prairie","P-Fresh","8225 Flying Cloud Dr","Eden Prairie","MN-55344","(952) 944-0700","Minneapolis-St. Paul-Bloomington","3895","FDC","10/10/84","","",""
"221","Amarillo","P-Fresh","8201 I-40 W","Amarillo","TX-79121","(806) 358-4030","Amarillo","3897","FDC","02/20/85","","",""
"222","Puente Hills","P-Fresh","17751 Colima Rd","Rowland Heights","CA-91748","(626) 913-2880","Los Angeles-Long Beach-Anaheim","3899","FDC","10/10/84","","",""
"223","Milwaukee Chase","P-Fresh","2950 S Chase Ave","Milwaukee","WI-53207","(414) 483-2000","Milwaukee-Waukesha-West Allis","3895","FDC","10/10/84","","",""
"224","Cheyenne","GM Store","1708 Dell Range Blvd","Cheyenne","WY-82009","(307) 637-8888","Cheyenne","3895","FDC","02/20/85","","",""
"226","Laverne","P-Fresh","2462 Foothill Blvd","La Verne","CA-91750","(909) 593-2421","Los Angeles-Long Beach-Anaheim","3899","FDC","07/24/85","","",""
"227","Santa Fe Springs","P-Fresh","10621 Carmenita Rd","Santa Fe Springs","CA-90670","(562) 946-0851","Los Angeles-Long Beach-Anaheim","3899","FDC","07/24/85","","",""
"228","West Hills","P-Fresh","6635 Fallbrook Ave","West Hills","CA-91307","(818) 999-2390","Los Angeles-Long Beach-Anaheim","3899","FDC","10/09/85","","",""
"229","Cypress","P-Fresh","6835 Katella Ave","Cypress","CA-90630","(714) 220-2000","Los Angeles-Long Beach-Anaheim","3899","FDC","10/09/85","","","04/13/18"
"230","Orange","P-Fresh","2191 N Tustin St","Orange","CA-92865","(714) 974-2800","Los Angeles-Long Beach-Anaheim","3899","FDC","10/09/85","","",""
"233","Paradise Valley","P-Fresh","12602 N Paradise Village Pkwy W","Phoenix","AZ-85032","(602) 953-2151","Phoenix-Mesa-Glendale","3899","FDC","10/09/85","","",""
"238","Appleton","P-Fresh","4301 W Wisconsin Ave Ste 42","Appleton","WI-54913","(920) 731-5566","Appleton","3895","FDC","07/23/86","","",""
"239","Columbia","P-Fresh","2400 Bernadette Dr","Columbia","MO-65203","(573) 445-9544","Columbia MO","3895","FDC","07/23/86","","",""
"240","Brooklyn Center","P-Fresh","6100 Shingle Creek Pkwy","Brooklyn Center","MN-55430","(763) 566-0739","Minneapolis-St. Paul-Bloomington","3895","FDC","07/23/86","","",""
"245","Lancaster","P-Fresh","43525 10th St W","Lancaster","CA-93534","(661) 949-8584","Los Angeles-Long Beach-Anaheim","3899","FDC","10/08/86","","",""
"246","Simi Valley","P-Fresh","2907 Cochran St","Simi Valley","CA-93065","(805) 583-8933","Oxnard-Thousand Oaks-Ventura","3899","FDC","02/18/87","","",""
"249","Westminster","P-Fresh","16400 Beach Blvd","Westminster","CA-92683","(714) 841-4449","Los Angeles-Long Beach-Anaheim","3899","FDC","10/08/86","","",""
"250","Santa Ana","P-Fresh","3300 S Bristol St","Santa Ana","CA-92704","(714) 641-4944","Los Angeles-Long Beach-Anaheim","3899","FDC","10/08/86","","",""
"251","Mesa Central","P-Fresh","1135 S Gilbert Rd","Mesa","AZ-85204","(480) 926-3443","Phoenix-Mesa-Glendale","3899","FDC","10/08/86","","",""
"254","San Angelo","GM Store","4235 Sunset Dr","San Angelo","TX-76904","(325) 949-5555","San Angelo","3897","FDC","10/08/86","","",""
"255","Irving","P-Fresh","3333 W Airport Fwy","Irving","TX-75062","(972) 252-9888","Dallas-Fort Worth-Arlington","3897","FDC","02/18/87","","",""
"256","Aurora SE","P-Fresh","16910 E Quincy Ave","Aurora","CO-80015","(303) 699-1020","Denver-Aurora-Broomfield","3897","FDC","02/18/87","","",""
"257","Valencia","P-Fresh","24425 Magic Mountain Pkwy","Valencia","CA-91355","(661) 254-8001","Los Angeles-Long Beach-Anaheim","3899","FDC","02/18/87","","",""
"258","Chino","P-Fresh","5555 Philadelphia St","Chino","CA-91710","(909) 627-8433","Riverside-San Bernardino-Ontario","3899","FDC","02/18/87","","",""
"259","Aliso Viejo","P-Fresh","26932 La Paz Rd","Aliso Viejo","CA-92656","(949) 643-0337","Los Angeles-Long Beach-Anaheim","3899","FDC","02/18/87","","",""
"260","St Louis Park","P-Fresh","3601 Highway 100 S","St Louis Park","MN-55416","(952) 926-8855","Minneapolis-St. Paul-Bloomington","3895","FDC","07/22/87","","",""
"264","Las Vegas East","GM Store","1200 S Nellis Blvd","Las Vegas","NV-89104","(702) 438-8866","Las Vegas-Paradise","3899","FDC","07/22/87","","",""
"265","Las Vegas Flamingo","P-Fresh","4001 S Maryland Pkwy","Las Vegas","NV-89119","(702) 732-2218","Las Vegas-Paradise","3899","FDC","07/22/87","","",""
"271","Douglas County","P-Fresh","1950 E County Line Rd","Highlands Ranch","CO-80126","(303) 797-1911","Denver-Aurora-Broomfield","3897","FDC","02/17/88","","",""
"274","Escondido","P-Fresh","1280 Auto Park Way","Escondido","CA-92029","(760) 489-6119","San Diego-Carlsbad-San Marcos","3899","FDC","10/07/87","","",""
"278","Lakeside","P-Fresh","13221 Hall Rd","Shelby Township","MI-48315","(586) 254-7100","Detroit-Warren-Livonia","3880","FDC","10/07/87","","",""
"279","Dearborn","GM Store","15901 Ford Rd","Dearborn","MI-48126","(313) 336-5000","Detroit-Warren-Livonia","3880","FDC","10/07/87","","",""
"280","Southland","P-Fresh","14099 Pardee Rd","Taylor","MI-48180","(734) 374-0303","Detroit-Warren-Livonia","3880","FDC","10/07/87","","",""
"281","Westland","P-Fresh","35401 Warren Rd","Westland","MI-48185","(734) 728-4444","Detroit-Warren-Livonia","3880","FDC","10/07/87","","",""
"282","Madison Heights","P-Fresh","32001 John R Rd","Madison Heights","MI-48071","(248) 585-9000","Detroit-Warren-Livonia","3880","FDC","10/09/88","","",""
"286","Santa Ana","P-Fresh","1330 E 17th St","Santa Ana","CA-92705","(714) 541-4593","Los Angeles-Long Beach-Anaheim","3899","FDC","09/09/87","","",""
"288","Woodland Hills","P-Fresh","20801 Ventura Blvd","Woodland Hills","CA-91364","(818) 713-2707","Los Angeles-Long Beach-Anaheim","3899","FDC","10/28/87","","",""
"289","Cerritos","P-Fresh","20200 Bloomfield Ave","Cerritos","CA-90703","(562) 860-9909","Los Angeles-Long Beach-Anaheim","3899","FDC","09/09/87","","",""
"290","Gardena","P-Fresh","2169 W Redondo Beach Blvd","Gardena","CA-90247","(310) 327-0762","Los Angeles-Long Beach-Anaheim","3899","FDC","09/09/87","","","04/13/18"
"291","Riverside Arlington","P-Fresh","3333 Arlington Ave","Riverside","CA-92506","(951) 784-6430","Riverside-San Bernardino-Ontario","3899","FDC","09/09/87","","",""
"293","Fullerton","P-Fresh","2920 Yorba Linda Blvd","Fullerton","CA-92831","(714) 579-3090","Los Angeles-Long Beach-Anaheim","3899","FDC","07/22/87","","","04/13/18"
"294","North Hollywood","P-Fresh","11051 Victory Blvd","North Hollywood","CA-91606","(818) 761-3083","Los Angeles-Long Beach-Anaheim","3899","FDC","07/22/87","","",""
"296","Poway","P-Fresh","14823 Pomerado Rd","Poway","CA-92064","(858) 679-8202","San Diego-Carlsbad-San Marcos","3899","FDC","02/17/88","","",""
"297","San Bernardino","GM Store","2380 Sterling Ave","San Bernardino","CA-92404","(909) 881-2671","Riverside-San Bernardino-Ontario","3899","FDC","07/22/87","","",""
"298","Ventura","P-Fresh","4200 E Main St","Ventura","CA-93003","(805) 644-9871","Oxnard-Thousand Oaks-Ventura","3899","FDC","07/22/87","","",""
"299","Northridge","P-Fresh","8840 Corbin Ave","Northridge","CA-91324","(818) 772-0494","Los Angeles-Long Beach-Anaheim","3899","FDC","07/22/87","","","04/04/19"
"300","Mission Viejo","P-Fresh","24500 Alicia Pkwy","Mission Viejo","CA-92691","(949) 583-1298","Los Angeles-Long Beach-Anaheim","3899","FDC","07/22/87","","",""
"301","Rancho Cucamonga","P-Fresh","10576 Foothill Blvd","Rancho Cucamonga","CA-91730","(909) 948-9952","Riverside-San Bernardino-Ontario","3899","FDC","03/28/90","","",""
"302","Duarte","P-Fresh","1050 Huntington Dr","Duarte","CA-91010","(626) 303-8858","Los Angeles-Long Beach-Anaheim","3899","FDC","09/09/87","","","04/13/18"
"303","Oceanside","P-Fresh","2255 S El Camino Real","Oceanside","CA-92054","(760) 967-8335","San Diego-Carlsbad-San Marcos","3899","FDC","09/09/87","","",""
"304","El Cajon","P-Fresh","250 Broadway","El Cajon","CA-92021","(619) 442-9641","San Diego-Carlsbad-San Marcos","3899","FDC","09/09/87","","","04/13/18"
"305","Mira Mesa","P-Fresh","8251 Mira Mesa Blvd","San Diego","CA-92126","(858) 530-1901","San Diego-Carlsbad-San Marcos","3899","FDC","07/22/87","","",""
"307","Palm Springs","P-Fresh","67750 E Palm Canyon Dr","Cathedral City","CA-92234","(760) 321-7425","Riverside-San Bernardino-Ontario","3899","FDC","07/22/87","","",""
"309","Santa Maria","P-Fresh","223 E Betteravia Rd","Santa Maria","CA-93454","(805) 922-9904","Santa Maria-Santa Barbara","3899","FDC","07/22/87","","",""
"319","Tempe","P-Fresh","1818 E Baseline Rd","Tempe","AZ-85283","(480) 831-9162","Phoenix-Mesa-Glendale","3899","FDC","09/09/87","","",""
"335","Corpus Christi","P-Fresh","5425 S Padre Island Dr Ste 125","Corpus Christi","TX-78411","(361) 993-9342","Corpus Christi","3897","FDC","10/04/89","","",""
"336","Irvine","P-Fresh","3750 Barranca Pkwy","Irvine","CA-92606","(949) 857-8337","Los Angeles-Long Beach-Anaheim","3899","FDC","07/20/88","","",""
"347","Saginaw","GM Store","2772 Tittabawassee Rd","Saginaw","MI-48604","(989) 793-7226","Saginaw-Saginaw Township North","3880","FDC","10/05/88","","",""
"350","Flint","GM Store","G3515 Miller Rd","Flint","MI-48507","(810) 230-7310","Flint","3880","FDC","10/05/88","","",""
"351","Rochester","P-Fresh","2887 S Rochester Rd","Rochester Hills","MI-48307","(248) 853-1590","Detroit-Warren-Livonia","3880","FDC","07/19/89","","",""
"353","Dearborn Heights","P-Fresh","26650 Ford Rd","Dearborn Heights","MI-48127","(313) 565-0404","Detroit-Warren-Livonia","3880","FDC","10/05/88","","",""
"354","Canton","P-Fresh","43670 Ford Rd","Canton","MI-48187","(734) 454-1133","Detroit-Warren-Livonia","3880","FDC","02/15/89","","",""
"355","Topeka","P-Fresh","2120 SW Wanamaker Rd","Topeka","KS-66614","(785) 273-9841","Topeka","3897","FDC","02/15/89","","",""
"356","Albuquerque Wyoming","P-Fresh","8510 Montgomery Blvd NE","Albuquerque","NM-87111","(505) 293-9223","Albuquerque","3897","FDC","10/05/88","","",""
"357","Albuquerque Lomas","P-Fresh","11120 Lomas Blvd NE","Albuquerque","NM-87112","(505) 292-9110","Albuquerque","3897","FDC","10/05/88","","",""
"359","Rancho California","P-Fresh","29676 Rancho California Rd","Temecula","CA-92591","(951) 676-2668","Riverside-San Bernardino-Ontario","3899","FDC","02/15/89","","","04/04/19"
"360","Eagan","P-Fresh","2000 Cliff Lake Rd","Eagan","MN-55122","(651) 688-8706","Minneapolis-St. Paul-Bloomington","3895","FDC","02/15/89","","",""
"361","Lansing South","P-Fresh","500 E Edgewood Blvd","Lansing","MI-48911","(517) 882-9084","Lansing-East Lansing","3880","FDC","07/19/89","","",""
"363","Scottsdale","P-Fresh","9000 E Talking Stick Way","Scottsdale","AZ-85250","(480) 951-4403","Phoenix-Mesa-Glendale","3899","FDC","02/15/89","","",""
"364","Wausau","P-Fresh","2707 Schofield Ave","Schofield","WI-54476","(715) 355-4494","Wausau","3895","FDC","02/15/89","","",""
"365","East Lansing","P-Fresh","4890 Marsh Rd","Okemos","MI-48864","(517) 347-0700","Lansing-East Lansing","3880","FDC","02/15/89","","",""
"366","Lexington","P-Fresh","131 West Reynolds Rd","Lexington","KY-40503","(859) 273-9403","Lexington-Fayette","3880","FDC","04/26/89","","",""
"373","Smyrna","P-Fresh","2201 Cobb Pkwy SE","Smyrna","GA-30080","(770) 952-2241","Atlanta-Sandy Springs-Marietta","3892","FDC","04/26/89","","",""
"397","Grand Rapids North","P-Fresh","3248 Alpine Ave NW","Walker","MI-49544","(616) 784-8311","Grand Rapids-Wyoming","3880","FDC","07/19/89","","",""
"530","Omaha NW","Super Target","4001 N 132nd St","Omaha","NE-68164","(402) 431-0060","Omaha-Council Bluffs","3895","FDC","03/08/95","","",""
"531","Lawrence","Super Target","3201 S Iowa St","Lawrence","KS-66046","(785) 832-0660","Lawrence","3895","FDC","10/04/95","","",""
"532","Papillion","Super Target","718 N Washington St","Papillion","NE-68046","(402) 597-9900","Omaha-Council Bluffs","3895","FDC","03/06/96","","",""
"533","Davenport","Super Target","5225 Elmore Ave","Davenport","IA-52807","(563) 344-9447","Davenport-Moline-Rock Island","3895","FDC","07/24/96","","",""
"604","Kalamazoo","P-Fresh","6839 S Westnedge Ave","Portage","MI-49002","(269) 327-3180","Kalamazoo-Portage","3880","FDC","07/19/89","","",""
"605","Sterling Heights","P-Fresh","35700 Van Dyke Ave","Sterling Heights","MI-48312","(586) 795-9960","Detroit-Warren-Livonia","3880","FDC","07/19/89","","",""
"610","Battle Creek","GM Store","5700 Beckley Rd","Battle Creek","MI-49015","(269) 979-4940","Battle Creek","3880","FDC","10/04/89","","",""
"611","Farmington Hills","P-Fresh","30020 Grand River Ave","Farmington Hills","MI-48336","(248) 476-1808","Detroit-Warren-Livonia","3880","FDC","10/04/89","","",""
"614","Bakersfield NE","P-Fresh","3401 Mall View Rd","Bakersfield","CA-93306","(661) 872-9929","Bakersfield-Delano","3899","FDC","10/04/89","","",""
"616","West Lansing","P-Fresh","5609 W Saginaw Hwy","Lansing","MI-48917","(517) 886-9488","Lansing-East Lansing","3880","FDC","02/21/90","","",""
"618","Pueblo","GM Store","3300 Dillon Dr","Pueblo","CO-81008","(719) 545-5631","Pueblo","3897","FDC","02/21/90","","",""
"619","Shoreview","Super Target","3800 Lexington Ave N","Shoreview","MN-55126","(651) 486-0048","Minneapolis-St. Paul-Bloomington","3895","FDC","10/09/91","","",""
"620","LaCrosse","P-Fresh","9400 State Road 16","Onalaska","WI-54650","(608) 781-8050","La Crosse","3895","FDC","02/21/90","","",""
"622","Toledo NE","GM Store","817 W Alexis Rd","Toledo","OH-43612","(419) 478-0559","Toledo","3880","FDC","02/21/90","","",""
"623","Toledo NW","GM Store","5225 Monroe St","Toledo","OH-43623","(419) 843-3441","Toledo","3880","FDC","07/25/90","","","04/27/18"
"624","Toledo W","GM Store","1465 E Mall Dr","Holland","OH-43528","(419) 866-9088","Toledo","3880","FDC","02/21/90","","",""
"625","Albuquerque NW","P-Fresh","9371 Coors Blvd NW","Albuquerque","NM-87114","(505) 897-7923","Albuquerque","3897","FDC","02/21/90","","",""
"632","Port Huron","GM Store","4300 24th Ave","Fort Gratiot","MI-48059","(810) 385-5000","Detroit-Warren-Livonia","3880","FDC","10/10/90","","",""
"634","Ann Arbor","P-Fresh","2000 Waters Rd","Ann Arbor","MI-48103","(734) 996-0700","Ann Arbor","3880","FDC","10/10/90","","",""
"638","West Boca Raton","P-Fresh","21637 State Road 7","Boca Raton","FL-33428","(561) 483-3400","Miami-Fort Lauderdale-Pompano Beach","3892","FDC","07/24/91","","",""
"639","Mesa East","P-Fresh","1525 S Power Rd","Mesa","AZ-85206","(480) 396-0403","Phoenix-Mesa-Glendale","3899","FDC","10/06/93","","",""
"642","Delray Beach","P-Fresh","1200 Linton Blvd","Delray Beach","FL-33444","(561) 265-3500","Miami-Fort Lauderdale-Pompano Beach","3892","FDC","07/24/91","","",""
"643","Apple Valley","Super Target","15150 Cedar Ave","Apple Valley","MN-55124","(952) 891-5500","Minneapolis-St. Paul-Bloomington","3895","FDC","09/26/90","","",""
"645","Regency","P-Fresh","444 Monument Rd","Jacksonville","FL-32225","(904) 721-4909","Jacksonville FL","3892","FDC","11/13/91","","",""
"647","Altamonte Springs","P-Fresh","886 W State Road 436","Altamonte Springs","FL-32714","(407) 788-7377","Orlando-Kissimmee-Sanford","3892","FDC","10/09/91","","",""
"649","East Colonial","P-Fresh","718 Maguire Blvd","Orlando","FL-32803","(407) 896-0401","Orlando-Kissimmee-Sanford","3892","FDC","07/24/91","","",""
"650","Orlando South","GM Store","880 Sand Lake Rd","Orlando","FL-32809","(407) 856-5459","Orlando-Kissimmee-Sanford","3892","FDC","07/24/91","","",""
"652","Boot Ranch","P-Fresh","900 E Lake Rd","Palm Harbor","FL-34685","(727) 786-6969","Tampa-St. Petersburg-Clearwater","3892","FDC","07/24/91","","",""
"654","Largo","P-Fresh","10500 Ulmerton Rd","Largo","FL-33771","(727) 581-6000","Tampa-St. Petersburg-Clearwater","3892","FDC","07/24/91","","",""
"655","North Dale Mabry","P-Fresh","15240 N Dale Mabry Hwy","Tampa","FL-33618","(813) 962-2281","Tampa-St. Petersburg-Clearwater","3892","FDC","07/24/91","","","04/13/18"
